id,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow,free_cash_flow,symbol,year_label
823,MARUTI,Mar 2014,4995.0,-4997.0,-74.0,-76.0,-2.0,MARUTI,Mar 2014
824,MARUTI,Mar 2015,6449.0,-4491.0,-2004.0,-45.0,1958.0,MARUTI,Mar 2015
825,MARUTI,Mar 2016,8482.0,-7230.0,-1237.0,16.0,1252.0,MARUTI,Mar 2016
826,MARUTI,Mar 2017,10282.0,-9173.0,-1129.0,-20.0,1109.0,MARUTI,Mar 2017
827,MARUTI,Mar 2018,11788.0,-8302.0,-3436.0,50.0,3486.0,MARUTI,Mar 2018
828,MARUTI,Mar 2019,6601.0,-3540.0,-2948.0,113.0,3061.0,MARUTI,Mar 2019
829,MARUTI,Mar 2020,3496.0,-557.0,-3104.0,-165.0,2939.0,MARUTI,Mar 2020
830,MARUTI,Mar 2021,8856.0,-7291.0,-1545.0,20.0,1565.0,MARUTI,Mar 2021
831,MARUTI,Mar 2022,1840.0,-239.0,-1607.0,-6.0,1601.0,MARUTI,Mar 2022
832,MARUTI,Mar 2023,10815.0,-8820.0,-1214.0,780.0,1995.0,MARUTI,Mar 2023
833,MARUTI,Mar 2024,16801.0,-11865.0,-4062.0,874.0,4936.0,MARUTI,Mar 2024
834,MOTHERSON,Mar 2013,1486.0,-1089.0,-256.0,142.0,397.0,MOTHERSON,Mar 2013
835,MOTHERSON,Mar 2014,2695.0,-1372.0,-1080.0,243.0,1323.0,MOTHERSON,Mar 2014
836,MOTHERSON,Mar 2015,3390.0,-2844.0,494.0,1040.0,546.0,MOTHERSON,Mar 2015
837,MOTHERSON,Mar 2016,2188.0,-1906.0,-263.0,19.0,282.0,MOTHERSON,Mar 2016
838,MOTHERSON,Mar 2017,3800.0,-6145.0,5518.0,3172.0,-2345.0,MOTHERSON,Mar 2017
839,MOTHERSON,Mar 2018,3264.0,-3194.0,-2221.0,-2152.0,70.0,MOTHERSON,Mar 2018
840,MOTHERSON,Mar 2019,4312.0,-3318.0,-225.0,769.0,994.0,MOTHERSON,Mar 2019
841,MOTHERSON,Mar 2020,6352.0,-2220.0,-2803.0,1329.0,4132.0,MOTHERSON,Mar 2020
842,MOTHERSON,Mar 2021,5051.0,-1886.0,-2098.0,1068.0,3165.0,MOTHERSON,Mar 2021
843,MOTHERSON,Mar 2022,2463.0,-2304.0,-1217.0,-1059.0,159.0,MOTHERSON,Mar 2022
844,MOTHERSON,Mar 2023,4643.0,-2248.0,-2734.0,-339.0,2395.0,MOTHERSON,Mar 2023
845,MOTHERSON,Mar 2024,7569.0,-6644.0,1281.0,2205.0,925.0,MOTHERSON,Mar 2024
846,NAUKRI,Mar 2013,75.0,-46.0,-12.0,16.0,29.0,NAUKRI,Mar 2013
847,NAUKRI,Mar 2014,81.0,-204.0,130.0,7.0,-123.0,NAUKRI,Mar 2014
848,NAUKRI,Mar 2015,51.0,-1051.0,1025.0,25.0,-1000.0,NAUKRI,Mar 2015
849,NAUKRI,Mar 2016,78.0,-2.0,-66.0,11.0,76.0,NAUKRI,Mar 2016
850,NAUKRI,Mar 2017,213.0,-165.0,-42.0,7.0,48.0,NAUKRI,Mar 2017
851,NAUKRI,Mar 2018,253.0,-149.0,-75.0,29.0,104.0,NAUKRI,Mar 2018
852,NAUKRI,Mar 2019,276.0,-59.0,-78.0,138.0,217.0,NAUKRI,Mar 2019
853,NAUKRI,Mar 2020,350.0,97.0,-143.0,304.0,447.0,NAUKRI,Mar 2020
854,NAUKRI,Mar 2021,276.0,-2043.0,1880.0,113.0,-1767.0,NAUKRI,Mar 2021
855,NAUKRI,Mar 2022,707.0,-1177.0,35.0,-435.0,-470.0,NAUKRI,Mar 2022
856,NAUKRI,Mar 2023,512.0,-358.0,2.0,156.0,154.0,NAUKRI,Mar 2023
857,NAUKRI,Mar 2024,702.0,-852.0,120.0,-29.0,-150.0,NAUKRI,Mar 2024
858,NESTLEIND,Dec 2013,1796.0,-441.0,-580.0,775.0,1355.0,NESTLEIND,Dec 2013
859,NESTLEIND,Dec 2014,1644.0,-432.0,-1635.0,-423.0,1212.0,NESTLEIND,Dec 2014
860,NESTLEIND,Dec 2015,1098.0,-70.0,-498.0,529.0,1028.0,NESTLEIND,Dec 2015
861,NESTLEIND,Dec 2016,1466.0,-126.0,-666.0,674.0,1340.0,NESTLEIND,Dec 2016
862,NESTLEIND,Dec 2017,1818.0,-131.0,-997.0,691.0,1687.0,NESTLEIND,Dec 2017
863,NESTLEIND,Dec 2018,2052.0,-52.0,-1317.0,683.0,2000.0,NESTLEIND,Dec 2018
864,NESTLEIND,Dec 2019,2295.0,83.0,-3602.0,-1223.0,2378.0,NESTLEIND,Dec 2019
865,NESTLEIND,Dec 2020,2454.0,-321.0,-1956.0,177.0,2133.0,NESTLEIND,Dec 2020
866,NESTLEIND,Dec 2021,2236.0,-1920.0,-2020.0,-1704.0,316.0,NESTLEIND,Dec 2021
867,NESTLEIND,Dec 2022,2737.0,-392.0,-2123.0,223.0,2345.0,NESTLEIND,Dec 2022
868,NESTLEIND,Dec 2023,3392.0,-927.0,-2436.0,29.0,2465.0,NESTLEIND,Dec 2023
869,NESTLEIND,Mar 2024,4175.0,-1237.0,-3135.0,-198.0,2938.0,NESTLEIND,Mar 2024
870,NHPC,Mar 2013,2846.0,-1330.0,-1344.0,172.0,1516.0,NHPC,Mar 2013
871,NHPC,Mar 2014,3824.0,-1122.0,-4536.0,-1834.0,2702.0,NHPC,Mar 2014
872,NHPC,Mar 2015,4061.0,-768.0,-2494.0,798.0,3293.0,NHPC,Mar 2015
873,NHPC,Mar 2016,5971.0,-746.0,-4000.0,1224.0,5225.0,NHPC,Mar 2016
874,NHPC,Mar 2017,8329.0,-1864.0,-7812.0,-1347.0,6465.0,NHPC,Mar 2017
875,NHPC,Mar 2018,4696.0,-886.0,-3863.0,-53.0,3810.0,NHPC,Mar 2018
876,NHPC,Mar 2019,3824.0,-1182.0,-2637.0,5.0,2642.0,NHPC,Mar 2019
877,NHPC,Mar 2020,2993.0,-2987.0,12.0,17.0,6.0,NHPC,Mar 2020
878,NHPC,Mar 2021,5070.0,-1607.0,-3058.0,405.0,3463.0,NHPC,Mar 2021
879,NHPC,Mar 2022,4590.0,-3084.0,-638.0,867.0,1506.0,NHPC,Mar 2022
880,NHPC,Mar 2023,4705.0,-4191.0,-795.0,-281.0,514.0,NHPC,Mar 2023
881,NHPC,Mar 2024,6938.0,-5968.0,-581.0,388.0,970.0,NHPC,Mar 2024
882,NTPC,Mar 2013,16508.0,-16845.0,988.0,651.0,-337.0,NTPC,Mar 2013
883,NTPC,Mar 2014,16531.0,-15509.0,-2709.0,-1687.0,1022.0,NTPC,Mar 2014
884,NTPC,Mar 2015,14889.0,-15977.0,-1474.0,-2563.0,-1088.0,NTPC,Mar 2015
885,NTPC,Mar 2016,24125.0,-19162.0,-3899.0,1064.0,4963.0,NTPC,Mar 2016
886,NTPC,Mar 2017,20167.0,-24480.0,3138.0,-1176.0,-4313.0,NTPC,Mar 2017
887,NTPC,Mar 2018,19670.0,-20678.0,1028.0,19.0,-1008.0,NTPC,Mar 2018
888,NTPC,Mar 2019,18686.0,-24063.0,4927.0,-451.0,-5377.0,NTPC,Mar 2019
889,NTPC,Mar 2020,23890.0,-29628.0,6004.0,266.0,-5738.0,NTPC,Mar 2020
890,NTPC,Mar 2021,32444.0,-21034.0,-11049.0,360.0,11410.0,NTPC,Mar 2021
891,NTPC,Mar 2022,41788.0,-22891.0,-19172.0,-274.0,18897.0,NTPC,Mar 2022
892,NTPC,Mar 2023,47152.0,-26145.0,-21217.0,-210.0,21007.0,NTPC,Mar 2023
893,NTPC,Mar 2024,40785.0,-32141.0,-8246.0,398.0,8644.0,NTPC,Mar 2024
894,ONGC,Mar 2013,39874.0,-41220.0,-6927.0,-8273.0,-1346.0,ONGC,Mar 2013
895,ONGC,Mar 2014,53270.0,-63633.0,15225.0,4862.0,-10363.0,ONGC,Mar 2014
896,ONGC,Mar 2015,33950.0,-30058.0,-10641.0,-6749.0,3892.0,ONGC,Mar 2015
897,ONGC,Mar 2016,46292.0,-38256.0,-8972.0,-935.0,8036.0,ONGC,Mar 2016
898,ONGC,Mar 2017,45780.0,-43815.0,-1867.0,99.0,1965.0,ONGC,Mar 2017
899,ONGC,Mar 2018,56792.0,-66798.0,9909.0,-97.0,-10006.0,ONGC,Mar 2018
900,ONGC,Mar 2019,61458.0,-37132.0,-23324.0,1001.0,24326.0,ONGC,Mar 2019
901,ONGC,Mar 2020,70593.0,-53159.0,-16726.0,708.0,17434.0,ONGC,Mar 2020
902,ONGC,Mar 2021,47185.0,-39141.0,-8239.0,-195.0,8044.0,ONGC,Mar 2021
903,ONGC,Mar 2022,78248.0,-41197.0,-35790.0,1261.0,37051.0,ONGC,Mar 2022
904,ONGC,Mar 2023,86062.0,-74690.0,-12876.0,-1504.0,11372.0,ONGC,Mar 2023
905,ONGC,Mar 2024,99263.0,-57203.0,-45650.0,-3591.0,42060.0,ONGC,Mar 2024
906,PFC,Mar 2013,-25102.0,22.0,27947.0,2868.0,-25080.0,PFC,Mar 2013
907,PFC,Mar 2014,-22473.0,9.0,17671.0,-4793.0,-22464.0,PFC,Mar 2014
908,PFC,Mar 2015,-21455.0,-491.0,26916.0,4970.0,-21946.0,PFC,Mar 2015
909,PFC,Mar 2016,-13298.0,-1973.0,10383.0,-4888.0,-15271.0,PFC,Mar 2016
910,PFC,Mar 2017,1795.0,-667.0,1950.0,3079.0,1128.0,PFC,Mar 2017
911,PFC,Mar 2018,-57148.0,1409.0,52018.0,-3720.0,-55739.0,PFC,Mar 2018
912,PFC,Mar 2019,-80252.0,-13463.0,93616.0,-98.0,-93715.0,PFC,Mar 2019
913,PFC,Mar 2020,-42148.0,-73.0,43399.0,1179.0,-42221.0,PFC,Mar 2020
914,PFC,Mar 2021,-59143.0,1741.0,60424.0,3023.0,-57402.0,PFC,Mar 2021
915,PFC,Mar 2022,4904.0,-547.0,-8371.0,-4014.0,4357.0,PFC,Mar 2022
916,PFC,Mar 2023,-74717.0,-1694.0,75537.0,-874.0,-76411.0,PFC,Mar 2023
917,PFC,Mar 2024,-97820.0,-3409.0,101261.0,32.0,-101229.0,PFC,Mar 2024
918,PIDILITIND,Mar 2013,472.0,-144.0,-339.0,-12.0,328.0,PIDILITIND,Mar 2013
919,PIDILITIND,Mar 2014,394.0,-99.0,-242.0,54.0,295.0,PIDILITIND,Mar 2014
920,PIDILITIND,Mar 2015,552.0,-436.0,-165.0,-49.0,116.0,PIDILITIND,Mar 2015
921,PIDILITIND,Mar 2016,907.0,-491.0,-371.0,45.0,416.0,PIDILITIND,Mar 2016
922,PIDILITIND,Mar 2017,794.0,-879.0,41.0,-45.0,-85.0,PIDILITIND,Mar 2017
923,PIDILITIND,Mar 2018,796.0,39.0,-790.0,46.0,835.0,PIDILITIND,Mar 2018
924,PIDILITIND,Mar 2019,845.0,-513.0,-361.0,-29.0,332.0,PIDILITIND,Mar 2019
925,PIDILITIND,Mar 2020,1280.0,103.0,-849.0,533.0,1383.0,PIDILITIND,Mar 2020
926,PIDILITIND,Mar 2021,1392.0,-1688.0,-76.0,-372.0,-296.0,PIDILITIND,Mar 2021
927,PIDILITIND,Mar 2022,955.0,-558.0,-468.0,-71.0,397.0,PIDILITIND,Mar 2022
928,PIDILITIND,Mar 2023,1558.0,-899.0,-656.0,2.0,659.0,PIDILITIND,Mar 2023
929,PIDILITIND,Mar 2024,2724.0,-1769.0,-742.0,212.0,955.0,PIDILITIND,Mar 2024
930,PNB,Mar 2013,-692.0,-600.0,-694.0,-1987.0,-1292.0,PNB,Mar 2013
931,PNB,Mar 2014,16906.0,-302.0,2129.0,18733.0,16604.0,PNB,Mar 2014
932,PNB,Mar 2015,4814.0,-872.0,7451.0,11393.0,3942.0,PNB,Mar 2015
933,PNB,Mar 2016,14167.0,-1352.0,5975.0,18790.0,12815.0,PNB,Mar 2016
934,PNB,Mar 2017,21938.0,159.0,-9767.0,12330.0,22097.0,PNB,Mar 2017
935,PNB,Mar 2018,-1742.0,392.0,7460.0,6109.0,-1350.0,PNB,Mar 2018
936,PNB,Mar 2019,-33532.0,-629.0,13969.0,-20192.0,-34161.0,PNB,Mar 2019
937,PNB,Mar 2020,-12793.0,-338.0,13591.0,460.0,-13131.0,PNB,Mar 2020
938,PNB,Mar 2021,30950.0,-787.0,5415.0,35579.0,30163.0,PNB,Mar 2021
939,PNB,Mar 2022,20032.0,-1204.0,2032.0,20859.0,18828.0,PNB,Mar 2022
940,PNB,Mar 2023,22592.0,-732.0,1275.0,23135.0,21860.0,PNB,Mar 2023
941,PNB,Mar 2024,-27939.0,-1506.0,3518.0,-25928.0,-29445.0,PNB,Mar 2024
942,POWERGRID,Mar 2013,11690.0,-22084.0,9962.0,-432.0,-10394.0,POWERGRID,Mar 2013
943,POWERGRID,Mar 2014,15223.0,-26639.0,13712.0,2295.0,-11416.0,POWERGRID,Mar 2014
944,POWERGRID,Mar 2015,15800.0,-24185.0,6399.0,-1986.0,-8385.0,POWERGRID,Mar 2015
945,POWERGRID,Mar 2016,15008.0,-21576.0,5621.0,-948.0,-6568.0,POWERGRID,Mar 2016
946,POWERGRID,Mar 2017,21575.0,-23836.0,3959.0,1698.0,-2261.0,POWERGRID,Mar 2017
947,POWERGRID,Mar 2018,22710.0,-25701.0,1285.0,-1707.0,-2991.0,POWERGRID,Mar 2018
948,POWERGRID,Mar 2019,23271.0,-18727.0,-2431.0,2113.0,4544.0,POWERGRID,Mar 2019
949,POWERGRID,Mar 2020,30739.0,-10733.0,-18806.0,1199.0,20006.0,POWERGRID,Mar 2020
950,POWERGRID,Mar 2021,29403.0,-9244.0,-20521.0,-362.0,20159.0,POWERGRID,Mar 2021
951,POWERGRID,Mar 2022,26124.0,753.0,-28967.0,-2091.0,26877.0,POWERGRID,Mar 2022
952,POWERGRID,Mar 2023,40203.0,-7138.0,-30450.0,2615.0,33065.0,POWERGRID,Mar 2023
953,POWERGRID,Mar 2024,37290.0,-13114.0,-25903.0,-1728.0,24176.0,POWERGRID,Mar 2024
954,RECLTD,Mar 2013,-20059.0,152.0,16059.0,-3847.0,-19907.0,RECLTD,Mar 2013
955,RECLTD,Mar 2014,-17244.0,136.0,16815.0,-293.0,-17108.0,RECLTD,Mar 2014
956,RECLTD,Mar 2015,-23898.0,151.0,23098.0,-649.0,-23747.0,RECLTD,Mar 2015
957,RECLTD,Mar 2016,-13278.0,-756.0,15291.0,1257.0,-14034.0,RECLTD,Mar 2016
958,RECLTD,Mar 2017,6805.0,-101.0,-3947.0,2757.0,6704.0,RECLTD,Mar 2017
959,RECLTD,Mar 2018,-32510.0,46.0,28244.0,-4220.0,-32464.0,RECLTD,Mar 2018
960,RECLTD,Mar 2019,-35866.0,457.0,35543.0,134.0,-35409.0,RECLTD,Mar 2019
961,RECLTD,Mar 2020,-32712.0,121.0,33926.0,1336.0,-32591.0,RECLTD,Mar 2020
962,RECLTD,Mar 2021,-43512.0,861.0,42113.0,-538.0,-42651.0,RECLTD,Mar 2021
963,RECLTD,Mar 2022,-819.0,-287.0,68.0,-1038.0,-1106.0,RECLTD,Mar 2022
964,RECLTD,Mar 2023,-37360.0,-943.0,38123.0,-180.0,-38303.0,RECLTD,Mar 2023
965,RECLTD,Mar 2024,-57723.0,-1831.0,59588.0,34.0,-59554.0,RECLTD,Mar 2024
966,RELIANCE,Mar 2013,36918.0,-27601.0,408.0,9725.0,9317.0,RELIANCE,Mar 2013
967,RELIANCE,Mar 2014,43261.0,-73070.0,13713.0,-16096.0,-29809.0,RELIANCE,Mar 2014
968,RELIANCE,Mar 2015,34374.0,-64706.0,8444.0,-21888.0,-30332.0,RELIANCE,Mar 2015
969,RELIANCE,Mar 2016,38134.0,-36186.0,-3210.0,-1262.0,1948.0,RELIANCE,Mar 2016
970,RELIANCE,Mar 2017,49550.0,-66201.0,8617.0,-8034.0,-16651.0,RELIANCE,Mar 2017
971,RELIANCE,Mar 2018,71459.0,-68192.0,-2001.0,1266.0,3267.0,RELIANCE,Mar 2018
972,RELIANCE,Mar 2019,42346.0,-94507.0,55906.0,3745.0,-52161.0,RELIANCE,Mar 2019
973,RELIANCE,Mar 2020,94877.0,-72497.0,-2541.0,19839.0,22380.0,RELIANCE,Mar 2020
974,RELIANCE,Mar 2021,26958.0,-142385.0,101904.0,-13523.0,-115427.0,RELIANCE,Mar 2021
975,RELIANCE,Mar 2022,110654.0,-109162.0,17289.0,18781.0,1492.0,RELIANCE,Mar 2022
976,RELIANCE,Mar 2023,115032.0,-93001.0,10455.0,32486.0,22031.0,RELIANCE,Mar 2023
977,RELIANCE,Mar 2024,158788.0,-113581.0,-16646.0,28561.0,45207.0,RELIANCE,Mar 2024
978,SBILIFE,Mar 2013,1130.0,-227.0,-58.0,845.0,903.0,SBILIFE,Mar 2013
979,SBILIFE,Mar 2014,166.0,-708.0,-58.0,-600.0,-542.0,SBILIFE,Mar 2014
980,SBILIFE,Mar 2015,2711.0,-178.0,-117.0,2416.0,2533.0,SBILIFE,Mar 2015
981,SBILIFE,Mar 2016,5778.0,-7204.0,-144.0,-1570.0,-1426.0,SBILIFE,Mar 2016
982,SBILIFE,Mar 2017,8525.0,-9032.0,-144.0,-651.0,-507.0,SBILIFE,Mar 2017
983,SBILIFE,Mar 2018,10395.0,-8910.0,-221.0,1264.0,1485.0,SBILIFE,Mar 2018
984,SBILIFE,Mar 2019,13473.0,-13552.0,-241.0,-321.0,-79.0,SBILIFE,Mar 2019
985,SBILIFE,Mar 2020,19299.0,-16986.0,-198.0,2114.0,2313.0,SBILIFE,Mar 2020
986,SBILIFE,Mar 2021,23878.0,-19203.0,3.0,4677.0,4675.0,SBILIFE,Mar 2021
987,SBILIFE,Mar 2022,21852.0,-21611.0,-231.0,10.0,241.0,SBILIFE,Mar 2022
988,SBILIFE,Mar 2023,28656.0,-30203.0,-415.0,-1962.0,-1547.0,SBILIFE,Mar 2023
989,SBILIFE,Mar 2024,29122.0,-31221.0,-227.0,-2327.0,-2099.0,SBILIFE,Mar 2024
990,SBIN,Mar 2013,24332.0,-2271.0,-4424.0,17637.0,22061.0,SBIN,Mar 2013
991,SBIN,Mar 2014,19142.0,-791.0,3583.0,21934.0,18351.0,SBIN,Mar 2014
992,SBIN,Mar 2015,26297.0,-3424.0,-1553.0,21320.0,22873.0,SBIN,Mar 2015
993,SBIN,Mar 2016,14477.0,-2747.0,4348.0,16078.0,11730.0,SBIN,Mar 2016
994,SBIN,Mar 2017,77406.0,-4572.0,-4196.0,68638.0,72834.0,SBIN,Mar 2017
995,SBIN,Mar 2018,-96508.0,13053.0,5547.0,-77908.0,-83455.0,SBIN,Mar 2018
996,SBIN,Mar 2019,29556.0,220.0,448.0,30223.0,29776.0,SBIN,Mar 2019
997,SBIN,Mar 2020,23929.0,-555.0,5430.0,28803.0,23374.0,SBIN,Mar 2020
998,SBIN,Mar 2021,89919.0,-3670.0,7143.0,93392.0,86249.0,SBIN,Mar 2021
999,SBIN,Mar 2022,57695.0,-2652.0,-3845.0,51198.0,55043.0,SBIN,Mar 2022
1000,SBIN,Mar 2023,-86014.0,-966.0,6386.0,-80593.0,-86980.0,SBIN,Mar 2023
1001,SBIN,Mar 2024,21632.0,-3476.0,-9896.0,8260.0,18156.0,SBIN,Mar 2024
1002,SHREECEM,Jun 2013,1260.0,-270.0,-982.0,8.0,990.0,SHREECEM,Jun 2013
1003,SHREECEM,Jun 2014,1401.0,-1234.0,-156.0,11.0,167.0,SHREECEM,Jun 2014
1004,SHREECEM,Jun 2015,1239.0,-990.0,-259.0,-10.0,249.0,SHREECEM,Jun 2015
1005,SHREECEM,Mar 2016,1566.0,-1265.0,-271.0,31.0,301.0,SHREECEM,Mar 2016
1006,SHREECEM,Mar 2017,2202.0,-2048.0,-167.0,-13.0,154.0,SHREECEM,Mar 2017
1007,SHREECEM,Mar 2018,1879.0,-3595.0,1726.0,10.0,-1716.0,SHREECEM,Mar 2018
1008,SHREECEM,Mar 2019,2080.0,-720.0,-1276.0,84.0,1360.0,SHREECEM,Mar 2019
1009,SHREECEM,Mar 2020,3973.0,-5590.0,1581.0,-36.0,-1617.0,SHREECEM,Mar 2020
1010,SHREECEM,Mar 2021,4254.0,-2651.0,-1233.0,370.0,1603.0,SHREECEM,Mar 2021
1011,SHREECEM,Mar 2022,2668.0,-2143.0,-849.0,-324.0,525.0,SHREECEM,Mar 2022
1012,SHREECEM,Mar 2023,2569.0,-2405.0,-277.0,-113.0,164.0,SHREECEM,Mar 2023
1013,SHREECEM,Mar 2024,3347.0,-1418.0,-1710.0,220.0,1929.0,SHREECEM,Mar 2024
1014,SHRIRAMFIN,Mar 2013,-8359.0,-41.0,9060.0,661.0,-8400.0,SHRIRAMFIN,Mar 2013
1015,SHRIRAMFIN,Mar 2014,-4055.0,-112.0,5010.0,843.0,-4167.0,SHRIRAMFIN,Mar 2014
1016,SHRIRAMFIN,Mar 2015,-9611.0,-45.0,7836.0,-1819.0,-9656.0,SHRIRAMFIN,Mar 2015
1017,SHRIRAMFIN,Mar 2016,-5507.0,-36.0,2822.0,-2721.0,-5543.0,SHRIRAMFIN,Mar 2016
1018,SHRIRAMFIN,Mar 2017,-2677.0,-2.0,3017.0,338.0,-2679.0,SHRIRAMFIN,Mar 2017
1019,SHRIRAMFIN,Mar 2018,-13142.0,86.0,13014.0,-42.0,-13056.0,SHRIRAMFIN,Mar 2018
1020,SHRIRAMFIN,Mar 2019,-5535.0,-76.0,5550.0,-62.0,-5611.0,SHRIRAMFIN,Mar 2019
1021,SHRIRAMFIN,Mar 2020,-2464.0,-55.0,4579.0,2060.0,-2519.0,SHRIRAMFIN,Mar 2020
1022,SHRIRAMFIN,Mar 2021,-4239.0,-25.0,12226.0,7962.0,-4264.0,SHRIRAMFIN,Mar 2021
1023,SHRIRAMFIN,Mar 2022,-8859.0,-34.0,8505.0,-388.0,-8893.0,SHRIRAMFIN,Mar 2022
1024,SHRIRAMFIN,Mar 2023,-17625.0,5076.0,11820.0,-730.0,-12549.0,SHRIRAMFIN,Mar 2023
1025,SHRIRAMFIN,Mar 2024,-31101.0,-258.0,27609.0,-3750.0,-31359.0,SHRIRAMFIN,Mar 2024
1026,SIEMENS,Sep 2011,3.0,264.0,-196.0,70.0,267.0,SIEMENS,Sep 2011
1027,SIEMENS,Sep 2014,608.0,130.0,-220.0,517.0,738.0,SIEMENS,Sep 2014
1028,SIEMENS,Sep 2015,574.0,646.0,-245.0,975.0,1220.0,SIEMENS,Sep 2015
1029,SIEMENS,Sep 2016,513.0,237.0,-1614.0,-864.0,750.0,SIEMENS,Sep 2016
1030,SIEMENS,Sep 2017,573.0,1321.0,-285.0,1610.0,1894.0,SIEMENS,Sep 2017
1031,SIEMENS,Sep 2018,100.0,-174.0,-305.0,-379.0,-74.0,SIEMENS,Sep 2018
1032,SIEMENS,Sep 2019,1273.0,-1135.0,-312.0,-174.0,138.0,SIEMENS,Sep 2019
1033,SIEMENS,Sep 2020,720.0,871.0,-386.0,1205.0,1591.0,SIEMENS,Sep 2020
1034,SIEMENS,Sep 2021,1422.0,-2389.0,-502.0,-1469.0,-967.0,SIEMENS,Sep 2021
1035,SIEMENS,Sep 2022,978.0,-34.0,-392.0,552.0,944.0,SIEMENS,Sep 2022
1036,SIEMENS,Sep 2023,1400.0,-759.0,-450.0,191.0,641.0,SIEMENS,Sep 2023
1037,SIEMENS,Sep 2024,1670.0,-502.0,-523.0,644.0,1168.0,SIEMENS,Sep 2024
1038,SUNPHARMA,Mar 2013,3357.0,-2375.0,-665.0,316.0,982.0,SUNPHARMA,Mar 2013
1039,SUNPHARMA,Mar 2014,3959.0,-2176.0,507.0,2290.0,1783.0,SUNPHARMA,Mar 2014
1040,SUNPHARMA,Mar 2015,5616.0,-1502.0,-1187.0,2927.0,4114.0,SUNPHARMA,Mar 2015
1041,SUNPHARMA,Mar 2016,6686.0,-3949.0,-1889.0,848.0,2737.0,SUNPHARMA,Mar 2016
1042,SUNPHARMA,Mar 2017,7082.0,-4186.0,-2285.0,611.0,2896.0,SUNPHARMA,Mar 2017
1043,SUNPHARMA,Mar 2018,3907.0,-3104.0,-1539.0,-736.0,803.0,SUNPHARMA,Mar 2018
1044,SUNPHARMA,Mar 2019,2196.0,-310.0,-2731.0,-844.0,1886.0,SUNPHARMA,Mar 2019
1045,SUNPHARMA,Mar 2020,6555.0,-2225.0,-5715.0,-1386.0,4330.0,SUNPHARMA,Mar 2020
1046,SUNPHARMA,Mar 2021,6170.0,407.0,-5980.0,596.0,6577.0,SUNPHARMA,Mar 2021
1047,SUNPHARMA,Mar 2022,8985.0,-5556.0,-5193.0,-1765.0,3429.0,SUNPHARMA,Mar 2022
1048,SUNPHARMA,Mar 2023,4959.0,-7220.0,2376.0,115.0,-2261.0,SUNPHARMA,Mar 2023
1049,SUNPHARMA,Mar 2024,12135.0,-763.0,-6710.0,4662.0,11372.0,SUNPHARMA,Mar 2024
1050,TATACONSUM,Mar 2013,173.0,24.0,186.0,383.0,197.0,TATACONSUM,Mar 2013
1051,TATACONSUM,Mar 2014,422.0,-1.0,-363.0,57.0,421.0,TATACONSUM,Mar 2014
1052,TATACONSUM,Mar 2015,418.0,-207.0,-392.0,-182.0,211.0,TATACONSUM,Mar 2015
1053,TATACONSUM,Mar 2016,116.0,145.0,-282.0,-21.0,261.0,TATACONSUM,Mar 2016
1054,TATACONSUM,Mar 2017,741.0,145.0,-816.0,70.0,886.0,TATACONSUM,Mar 2017
1055,TATACONSUM,Mar 2018,356.0,-31.0,-30.0,294.0,325.0,TATACONSUM,Mar 2018
1056,TATACONSUM,Mar 2019,210.0,53.0,-224.0,39.0,263.0,TATACONSUM,Mar 2019
1057,TATACONSUM,Mar 2020,1082.0,-622.0,-308.0,152.0,460.0,TATACONSUM,Mar 2020
1058,TATACONSUM,Mar 2021,1656.0,-346.0,-426.0,884.0,1310.0,TATACONSUM,Mar 2021
1059,TATACONSUM,Mar 2022,1516.0,-1317.0,-995.0,-796.0,199.0,TATACONSUM,Mar 2022
1060,TATACONSUM,Mar 2023,1461.0,-834.0,-714.0,-87.0,627.0,TATACONSUM,Mar 2023
1061,TATACONSUM,Mar 2024,1937.0,-1911.0,256.0,281.0,26.0,TATACONSUM,Mar 2024
1062,TATAMOTORS,Mar 2013,22163.0,-22969.0,-1692.0,-2499.0,-806.0,TATAMOTORS,Mar 2013
1063,TATAMOTORS,Mar 2014,36151.0,-27991.0,-3883.0,4277.0,8160.0,TATAMOTORS,Mar 2014
1064,TATAMOTORS,Mar 2015,35531.0,-36232.0,5201.0,4500.0,-701.0,TATAMOTORS,Mar 2015
1065,TATAMOTORS,Mar 2016,37900.0,-36694.0,-3795.0,-2589.0,1206.0,TATAMOTORS,Mar 2016
1066,TATAMOTORS,Mar 2017,30199.0,-39571.0,6205.0,-3167.0,-9372.0,TATAMOTORS,Mar 2017
1067,TATAMOTORS,Mar 2018,23857.0,-25139.0,2012.0,730.0,-1282.0,TATAMOTORS,Mar 2018
1068,TATAMOTORS,Mar 2019,18891.0,-20878.0,8830.0,6843.0,-1987.0,TATAMOTORS,Mar 2019
1069,TATAMOTORS,Mar 2020,26633.0,-33115.0,3390.0,-3092.0,-6482.0,TATAMOTORS,Mar 2020
1070,TATAMOTORS,Mar 2021,29001.0,-25672.0,9904.0,13232.0,3329.0,TATAMOTORS,Mar 2021
1071,TATAMOTORS,Mar 2022,14283.0,-4444.0,-3380.0,6459.0,9839.0,TATAMOTORS,Mar 2022
1072,TATAMOTORS,Mar 2023,35388.0,-15417.0,-26243.0,-6272.0,19971.0,TATAMOTORS,Mar 2023
